FADOB PHARMACY & STORES
Stock Status
From 1-1-2026 to 23-2-2026
All Items,All MC
Item Details,Parent Group,Unit,Op.Qty,Op.Amt.,Purc.,Amt.In,Qty In(Others),Amt.In(Others),Sale,Amt.Out,Qty.Out (Others),Amt.Out(Others),Cl. Qty,Cl. Amt.
"MIM SYR 300ML BOTTLE",PHARMACY,Pcs.,9,"12,614.00",18,"25,652.00",0,0.00,20,"40,000.00",0,0.00,7,"9,970.76"
"MIMGLOBIN SYR 200ML BOTTLE",PHARMACY,Pcs.,11,"33,427.70",0,0.00,0,0.00,2,"8,400.00",0,0.00,9,"27,349.94"
"MINATE CREAM 20G MICONAZOLE",PHARMACY,Pcs.,2,"1,255.00",0,0.00,0,0.00,1,"1,200.00",0,0.00,1,627.50
"MIRAMOX 125MG SUSP 100ML",PHARMACY,Pcs.,-3,0.00,0,0.00,0,0.00,0,0.00,0,0.00,-3,0.00
"MIRAMOX SUSP 250MG",PHARMACY,Pcs.,6,"6,660.00",0,0.00,0,0.00,0,0.00,0,0.00,6,"6,660.00"
"MIRINDA DRINK  50CL JAR",DRINKS AND BEVERAGES,Pcs.,-19,"-4,180.00",0,0.00,0,0.00,0,0.00,0,0.00,-19,"-4,180.00"
"MISO-FEM X 4 TABS PACK",PHARMACY,Pcs.,1,437.63,0,0.00,0,0.00,0,0.00,0,0.00,1,437.63
"MISOPT EYE DROPS X 1 BOTTLE",PHARMACY,Pcs.,-9,"-41,960.00",10,"50,000.00",0,0.00,6,"39,900.00",0,0.00,-5,"-33,100.00"
"MIST ALBA (MOKO) SUSP  200ML BOTTLE",PHARMACY,Pcs.,4,"2,980.00",0,0.00,0,0.00,3,"3,300.00",0,0.00,1,745.00
"MIST KAOLIN (MOKO) SUSP  200ML BOTTLE",PHARMACY,Pcs.,-1,"-1,200.00",5,"4,175.00",0,0.00,0,0.00,0,0.00,4,"3,340.00"
"MIST MAG (MOKO) SUSP  200ML BOTTLE",PHARMACY,Pcs.,31,"19,614.49",36,"22,440.00",0,0.00,35,"35,000.00",0,0.00,32,"20,101.38"
"MIST MAG(FIDSON)  200ML X 50 BOTTLE",PHARMACY,Pcs.,-5,"-3,891.95",0,0.00,0,0.00,0,0.00,0,0.00,-5,"-3,891.95"
"MIST POT. CIT. (MOKO) SYR  200M BOTTLE",PHARMACY,Pcs.,-1,"-1,300.00",12,"11,400.00",0,0.00,5,"6,500.00",0,0.00,6,"5,700.00"
"MIXADIN TABS  X 25 FOIL STRIP",PHARMACY,Pcs.,73,"15,008.86",0,0.00,0,0.00,7,"3,500.00",0,0.00,66,"13,569.66"
"MIXAGRIP TABS  X 25 BLISTER",PHARMACY,Pcs.,7,"2,406.78",50,"16,800.00",0,0.00,29,"14,500.00",0,0.00,28,"9,418.50"
"MIXANAL TABS  X 25 FOIL STRIP",PHARMACY,Pcs.,-2,-600.00,25,"5,100.00",0,0.00,11,"3,300.00",0,0.00,12,"2,448.00"
"MIXTARD 30 HM INJ 100UNIT 10ML VIALS",PHARMACY,Pcs.,10,"146,597.69",2,"29,000.00",0,0.00,1,"20,000.00",0,0.00,11,"160,964.55"
"MIXTARD INSULIN PEN",PHARMACY,Pcs.,5,"41,000.00",0,0.00,0,0.00,0,0.00,0,0.00,5,"41,000.00"
"MOJOMAX CHOCOLATE",PHARMACY,Pcs.,16,"14,989.48",0,0.00,0,0.00,1,"1,700.00",0,0.00,15,"14,052.64"
"MOJOMAX DRINK",PHARMACY,Pcs.,18,"18,900.00",0,0.00,0,0.00,0,0.00,0,0.00,18,"18,900.00"
"MOLFIX ECO PACK",HOUSEHOLD ITEMS,Pcs.,4,"17,100.00",0,0.00,0,0.00,5,"26,000.00",0,0.00,-1,"-5,200.00"
"MOLFIX ECO PANT PACK",HOUSEHOLD ITEMS,Pcs.,0,0.00,0,0.00,0,0.00,6,"40,800.00",0,0.00,-6,"-40,800.00"
"MOLFIX JUMBO PACK",HOUSEHOLD ITEMS,Pcs.,-4,"-47,733.33",0,0.00,0,0.00,1,"12,800.00",0,0.00,-5,"-60,533.33"
"MOLFIX JUMBO PANT",HOUSEHOLD ITEMS,Pcs.,10,"139,186.90",0,0.00,0,0.00,2,"32,400.00",0,0.00,8,"111,349.52"
"MOLFIX S/S PANT PACK",HOUSEHOLD ITEMS,Pcs.,28,"40,086.13",0,0.00,0,0.00,2,"3,600.00",0,0.00,26,"37,222.83"
"MOLFIX S/S PCS",HOUSEHOLD ITEMS,Pcs.,18,"19,620.00",0,0.00,0,0.00,2,"2,600.00",0,0.00,16,"17,440.00"
"MOLPED PAD X 1 PACK",FOOD ITEMS,Pcs.,69,"50,973.03",0,0.00,0,0.00,9,"8,100.00",0,0.00,60,"44,324.37"
"MOLPED PANTY LINER",COSMETICS,Pcs.,19,"34,041.65",0,0.00,0,0.00,0,0.00,0,0.00,19,"34,041.65"
"MONOMIN PLUS SYR  200ML BOTTLE",System,Pcs.,3,"3,021.44",5,"6,500.00",0,0.00,4,"6,600.00",0,0.00,4,"5,004.76"
"MONOMIN SYRUP 200ML",PHARMACY,Pcs.,7,"4,100.83",0,0.00,0,0.00,0,0.00,0,0.00,7,"4,100.83"
"MONSTER ENERGY DRINK 440ML CAN",DRINKS AND BEVERAGES,Pcs.,7,"3,062.50",0,0.00,0,0.00,0,0.00,0,0.00,7,"3,062.50"
"MONTELUKAST (ACCORD) TAB 10MG",PHARMACY,Pcs.,3,"2,700.00",0,0.00,0,0.00,0,0.00,0,0.00,3,"2,700.00"
"MONTIGET 4MG BLISTER",PHARMACY,Pcs.,5,"5,425.00",0,0.00,0,0.00,4,"6,000.00",0,0.00,1,"1,085.00"
"MONTIGET TAB 10MG X 28 BLISTER",PHARMACY,Pcs.,5,"6,894.75",24,"32,910.00",0,0.00,13,"24,700.00",0,0.00,16,"22,133.16"
"MONTIGET TAB 5MG X28 BLISTER",System,Pcs.,6,"6,750.00",12,"15,150.00",0,0.00,6,"9,600.00",0,0.00,12,"15,023.08"
"MONTRAL 10/5MG PACK",PHARMACY,Pcs.,4,"9,020.46",5,"12,500.00",0,0.00,2,"6,400.00",0,0.00,7,"17,010.23"
"MORTEIN INSECTICIDE 300ML SPRAY CAN",HOUSEHOLD ITEMS,Pcs.,7,"16,507.40",0,0.00,0,0.00,0,0.00,0,0.00,7,"16,507.40"
"MORTEIN INSECTICIDE 600ML TIN",HOUSEHOLD ITEMS,Pcs.,11,"46,444.46",0,0.00,0,0.00,1,"6,200.00",0,0.00,10,"42,222.24"
"MOSEGOR TABS 0.5MG X 30 BLISTER",PHARMACY,Pcs.,1,"3,358.21",0,0.00,0,0.00,0,0.00,0,0.00,1,"3,358.21"
"MOSQUITO NET PERMA NET",PHARMACY,Pcs.,7,"21,000.00",0,0.00,0,0.00,0,0.00,0,0.00,7,"21,000.00"
"MOTILIUM TABS 10MG X 30 PER TABLET",System,Pcs.,-5,-821.67,0,0.00,0,0.00,0,0.00,0,0.00,-5,-821.67
"MOVATE CREAM 30G TUBE",PHARMACY,Pcs.,-7,"-2,327.50",0,0.00,0,0.00,0,0.00,0,0.00,-7,"-2,327.50"
"MOVE FREE ADVANCED PLUS X 120 T JAR",PHARMACY,Pcs.,2,0.00,0,0.00,0,0.00,0,0.00,0,0.00,2,0.00
"MOXIFLOXACIN (FANYMOX) EYE DROP",PHARMACY,Pcs.,1,"1,498.76",0,0.00,0,0.00,0,0.00,0,0.00,1,"1,498.76"
"MOXIFLOXACIN EYEDROP ARISTO",PHARMACY,Pcs.,0,0.00,5,"18,650.00",0,0.00,2,"10,200.00",0,0.00,3,"11,190.00"
"MOXITIN (AMOXICILLIN INJ 500MG) VIAL",PHARMACY,Pcs.,4,"1,980.00",0,0.00,0,0.00,0,0.00,0,0.00,4,"1,980.00"
"MR GECKO 300ML S/S",HOUSEHOLD ITEMS,Pcs.,20,"26,666.68",0,0.00,0,0.00,2,"3,400.00",0,0.00,18,"24,000.02"
"MR GECKO 600ML B/S",HOUSEHOLD ITEMS,Pcs.,23,"40,250.00",0,0.00,0,0.00,1,"2,500.00",0,0.00,22,"38,500.00"
"MUPIDERN OINTMENT   15G TUBE",PHARMACY,Pcs.,5,"16,035.67",15,"48,550.00",0,0.00,14,"63,000.00",0,0.00,6,"19,316.62"
"MUPIROCIN CREAM POCCO TUBE",PHARMACY,Pcs.,-1,"-3,000.00",0,0.00,0,0.00,0,0.00,0,0.00,-1,"-3,000.00"
"MY BOY BABY MILK 454G TIN",FOOD ITEMS,Pcs.,44,"303,507.91",0,0.00,0,0.00,3,"25,500.00",0,0.00,41,"282,814.18"
"MY MY HERBAL TOOTHPASTE 145G TUBE",HOUSEHOLD ITEMS,Pcs.,1,560.00,0,0.00,0,0.00,0,0.00,0,0.00,1,560.00
"MY MY TOOTH PASTE RED 125G TUBE",HOUSEHOLD ITEMS,Pcs.,13,"5,984.44",0,0.00,0,0.00,0,0.00,0,0.00,13,"5,984.44"
"MYCOTA CREAM  25G TUBE",System,Pcs.,24,"21,237.33",20,"19,000.00",0,0.00,4,"5,100.00",0,0.00,40,"36,579.40"
"MYCOTEN BABY CREAM TUBE",PHARMACY,Pcs.,3,"2,100.00",5,"3,900.00",0,0.00,1,"1,000.00",0,0.00,7,"5,300.00"
"MYCOTEN CREAM 20G TUBE",PHARMACY,Pcs.,1,900.00,20,"17,520.00",0,0.00,20,"24,000.00",0,0.00,1,876.00
"MYCOTEN PLUS VAGINAL CREAM 35G",PHARMACY,Pcs.,25,"40,870.00",0,0.00,0,0.00,0,0.00,0,0.00,25,"40,870.00"
"MYCOTEN PLUS VAGINAL TAB",PHARMACY,Pcs.,21,"35,385.00",5,"10,000.00",0,0.00,2,"5,600.00",0,0.00,24,"42,015.00"
"MYCOTEN SOLUTION 75ML BOTTLE",System,Pcs.,4,"7,200.00",0,0.00,0,0.00,0,0.00,0,0.00,4,"7,200.00"
"MYCOTEN VAGINAL CREAM  35G",PHARMACY,Pcs.,4,"6,526.02",12,"19,656.00",0,0.00,21,"48,000.00",0,0.00,-5,"-11,500.00"
"MYCOTEN VAGINAL TAB",PHARMACY,Pcs.,1,"1,622.02",19,"30,951.00",0,0.00,24,"54,900.00",0,0.00,-4,"-9,200.00"
"MYCROGYNON X 20 TABS PACK",PHARMACY,Pcs.,10,"6,850.00",0,0.00,0,0.00,0,0.00,0,0.00,10,"6,850.00"
"MYLOVAS 2.5MG",PHARMACY,Pcs.,-7,"-14,000.00",0,0.00,0,0.00,1,"2,000.00",0,0.00,-8,"-16,000.00"
"MYLOVASC 5MG",PHARMACY,Pcs.,18,"30,184.11",0,0.00,0,0.00,3,"8,100.00",0,0.00,15,"25,153.43"
"MYO-INOSITOL N/F X 120",PHARMACY,Pack.,2,"56,000.00",0,0.00,0,0.00,2,"78,200.00",0,0.00,0,0.00
"MYOSPAZ TAB BLISTER",PHARMACY,Pcs.,8,"14,507.70",0,0.00,0,0.00,4,"10,000.00",0,0.00,4,"7,253.86"
"NACET RAZOR BLADE X 20 PCS",System,Pcs.,1,125.00,0,0.00,0,0.00,0,0.00,0,0.00,1,125.00
"NADI CAPSULE",PHARMACY,Pcs.,1,"1,700.00",0,0.00,0,0.00,0,0.00,0,0.00,1,"1,700.00"
"NAIR HAIR REMOVER",PHARMACY,Pcs.,-1,"-1,500.00",0,0.00,0,0.00,0,0.00,0,0.00,-1,"-1,500.00"
"NAN 1 BABY MILK 400G TIN",FOOD ITEMS,Pcs.,14,"128,933.35",0,0.00,0,0.00,10,"110,000.00",0,0.00,4,"36,838.10"
"NAN 2 BABY MILK 400G TIN",FOOD ITEMS,Pcs.,27,"248,486.01",0,0.00,0,0.00,3,"31,500.00",0,0.00,24,"220,876.44"
"NAN 3 BABY  MILK  400G TIN",FOOD ITEMS,Pcs.,23,"182,514.04",0,0.00,0,0.00,2,"20,400.00",0,0.00,21,"166,643.26"
"NASCO CORNFLAKES 350G PACK",FOOD ITEMS,Pcs.,5,"11,750.00",0,0.00,0,0.00,0,0.00,0,0.00,5,"11,750.00"
"NASCO CORNFLAKES 500G PACK",FOOD ITEMS,Pcs.,-6,"-10,700.00",0,0.00,0,0.00,0,0.00,0,0.00,-6,"-10,700.00"
"NASODYNE ADULT SYR",PHARMACY,Pcs.,20,"15,877.70",0,0.00,0,0.00,2,"2,200.00",0,0.00,18,"14,289.93"
"NASODYNE CHILD SYR.",PHARMACY,Pcs.,15,"9,786.36",0,0.00,0,0.00,4,"3,600.00",0,0.00,11,"7,176.68"
"NASODYNE COUGH SYR + PROMETH",PHARMACY,Pcs.,10,"6,504.06",20,"16,700.00",0,0.00,13,"14,800.00",0,0.00,17,"14,357.33"
"NAT B CAPS  X 30 SACHET",PHARMACY,Pcs.,9,"24,946.36",15,"39,975.00",0,0.00,16,"60,400.00",0,0.00,8,"21,348.48"
"NATRILIX SR TABS 1.5MG X 30 BLISTER",PHARMACY,Pcs.,0,0.00,4,"42,000.00",0,0.00,4,"56,800.00",0,0.00,0,0.00
"NATRIXAM TABS 1.5/10MG X 30 BLISTER",PHARMACY,Pcs.,-1,"-1,800.00",0,0.00,0,0.00,0,0.00,0,0.00,-1,"-1,800.00"
"NATRIXAM TABS 1.5/5MG X 30 BLISTER",PHARMACY,Pcs.,2,"1,778.88",0,0.00,0,0.00,0,0.00,0,0.00,2,"1,778.88"
"NATURE BENEFIT H/S/N GUMMIES JAR",PHARMACY,Pcs.,2,"23,687.50",0,0.00,0,0.00,1,"18,000.00",0,0.00,1,"11,843.75"
"NCP 100ML",PHARMACY,Pcs.,21,"23,069.36",30,"33,000.00",0,0.00,18,"27,000.00",0,0.00,33,"36,287.33"
"NCP 200ML",System,Pcs.,2,"2,600.00",0,0.00,0,0.00,0,0.00,0,0.00,2,"2,600.00"
"NEBILONG TABS 5MG X 30 BLISTER",PHARMACY,Pcs.,7,"10,003.50",0,0.00,0,0.00,1,"2,000.00",0,0.00,6,"8,574.43"
"NEBILONG-H TABS 5/12.5MG X 30 BLISTER",PHARMACY,Pcs.,-5,"-9,296.68",0,0.00,0,0.00,2,"4,200.00",0,0.00,-7,"-13,496.68"
"NECTADINE TAB 10MG BLISTER",PHARMACY,Pcs.,102,"16,807.05",0,0.00,0,0.00,0,0.00,0,0.00,102,"16,807.05"
"NECTAMIN SYR 200ML",PHARMACY,Pack.,8,"23,924.82",0,0.00,0,0.00,0,0.00,0,0.00,8,"23,924.82"
"NECTARFER-Z SYR BOTTLE",PHARMACY,Pcs.,6,"16,955.79",0,0.00,0,0.00,3,"12,000.00",0,0.00,3,"8,477.90"
"NECTRANOX BLISTER",PHARMACY,Pcs.,7,"11,141.66",8,"12,600.00",0,0.00,9,"19,800.00",0,0.00,6,"9,470.00"
"NEEDLE  21G/23G X 100 PCS",PHARMACY,Pcs.,453,"8,649.12",700,"11,900.00",0,0.00,152,"10,100.00",0,0.00,"1,001","17,852.98"
"NEFIXIME 400MG TAB X10",PHARMACY,Pcs.,4,"5,940.00",0,0.00,0,0.00,0,0.00,0,0.00,4,"5,940.00"
"NEFIXIME SUSP 60ML BOTTLE",PHARMACY,Pcs.,2,"4,045.81",0,0.00,0,0.00,0,0.00,0,0.00,2,"4,045.81"
"NEMECLOX SUSP",PHARMACY,Pcs.,10,"9,500.00",0,0.00,0,0.00,0,0.00,0,0.00,10,"9,500.00"
"NEMOXIL 250MG DISPERSIBLE TAB",PHARMACY,Pcs.,-11,"-7,700.00",0,0.00,0,0.00,0,0.00,0,0.00,-11,"-7,700.00"
"NEMOXIL SUSP 60ML",PHARMACY,Pcs.,37,"17,100.00",0,0.00,0,0.00,0,0.00,0,0.00,37,"17,100.00"
"NEOBACIN (DRUGFIELD) POWDER  5G BOTTLE",System,Pcs.,5,"2,375.00",0,0.00,0,0.00,0,0.00,0,0.00,5,"2,375.00"
"NEOFYLIN SYR X 1 BOTTLE",PHARMACY,Pcs.,64,"54,228.85",80,"70,000.00",0,0.00,82,"106,600.00",0,0.00,62,"53,991.72"
"NEO-PRESOL LOTION 25ML BOTTLE",PHARMACY,Pcs.,26,"70,093.15",5,"13,490.00",0,0.00,15,"55,500.00",0,0.00,16,"43,140.08"
"NEOSKIN CREAM X 1 PACK",PHARMACY,Pcs.,49,"31,719.08",0,0.00,0,0.00,13,"13,000.00",0,0.00,36,"23,303.79"
"NEOVATE CREAM 30G",PHARMACY,Pcs.,1,600.00,0,0.00,0,0.00,0,0.00,0,0.00,1,600.00
"NEPAFENAC EYEDROP EPAFIX BOTTLE",PHARMACY,Pcs.,3,"6,245.27",0,0.00,0,0.00,1,"3,000.00",0,0.00,2,"4,163.51"
"NEROS VITAMIN C + GLUCOSE PACK",PHARMACY,Pcs.,8,"2,600.00",0,0.00,0,0.00,0,0.00,0,0.00,8,"2,600.00"
"NERVE AND BONE LINT(MOKO) X 48 BOTTLE",PHARMACY,Pcs.,3,"3,459.82",0,0.00,0,0.00,2,"3,200.00",0,0.00,1,"1,153.28"
"NESOL BACT LOTION",PHARMACY,Pcs.,8,"16,000.00",0,0.00,0,0.00,3,"9,000.00",0,0.00,5,"10,000.00"
"NEURACALM  75MG X 30 BLISTER",PHARMACY,Pcs.,-2,"-7,800.00",0,0.00,0,0.00,6,"23,400.00",0,0.00,-8,"-31,200.00"
"NEURACALM 150MG TABS SACHET",System,Pcs.,7,"23,140.55",0,0.00,0,0.00,0,0.00,0,0.00,7,"23,140.55"
"NEUROGAB TABS 75MG X 28 BLISTER",PHARMACY,Pcs.,6,"11,286.00",0,0.00,0,0.00,0,0.00,0,0.00,6,"11,286.00"
"NEUROGESIC  EXTRA CREAM 35GM TUBE",PHARMACY,Pcs.,8,"9,672.68",10,"12,000.00",0,0.00,11,"18,700.00",0,0.00,7,"8,426.20"
"NEUROGESIC CREAM 85GM TUBE",PHARMACY,Pcs.,6,"12,900.00",10,"21,450.00",0,0.00,12,"34,800.00",0,0.00,4,"8,581.82"
"NEUROGESIC EXTRA 85G CREAM TUBE",PHARMACY,Pcs.,8,"19,007.42",10,"22,000.00",0,0.00,11,"36,300.00",0,0.00,7,"15,947.33"
"NEUROGESIC OINTMENT 35G TUBE",PHARMACY,Pcs.,27,"29,619.43",0,0.00,0,0.00,9,"13,500.00",0,0.00,18,"19,746.27"
"NEUROTEX FORTE TABS  X 100 BLISTER",PHARMACY,Pcs.,73,"84,534.38",30,"34,500.00",0,0.00,27,"42,900.00",0,0.00,76,"87,829.46"
"NEUROTEX PLUS",PHARMACY,Pcs.,9,"14,862.56",0,0.00,0,0.00,4,"9,200.00",0,0.00,5,"8,256.98"
"NEUROVIT FORTE TABS  X 100 BLISTER",PHARMACY,Pcs.,9,"13,828.50",80,"108,000.00",0,0.00,113,"233,200.00",0,0.00,-24,"-38,900.00"
"NEUROZAN CAPS X 30 PACK",PHARMACY,Pcs.,1,"17,750.00",0,0.00,0,0.00,1,"24,000.00",0,0.00,0,0.00
"NEUROZAN PLUS TAB X56 PACK",PHARMACY,Pcs.,1,"29,450.00",0,0.00,0,0.00,1,"39,800.00",0,0.00,0,0.00
"NEVAN EYE DROPS 0.1% X 1 BOTTLE",PHARMACY,Pcs.,-2,"-12,700.00",0,0.00,0,0.00,0,0.00,0,0.00,-2,"-12,700.00"
"NEVAN TS EYEDROP",PHARMACY,Pcs.,105,"194,592.42",0,0.00,0,0.00,0,0.00,0,0.00,105,"194,592.42"
"NEW LIFE WOMEN'S PROBIOTIC 55BILLION X60",PHARMACY,Pcs.,2,"18,000.00",0,0.00,0,0.00,2,"27,000.00",0,0.00,0,0.00
"NEW MUSK PERFUME",HOUSEHOLD ITEMS,Pack.,1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.00
"NEXIUM X 14 TABS 20MG PACK",PHARMACY,Pcs.,3,"32,182.54",0,0.00,0,0.00,0,0.00,0,0.00,3,"32,182.54"
"NEXIUM X 14 TABS 40MG PACK",PHARMACY,Pcs.,5,"61,199.00",0,0.00,0,0.00,1,"19,000.00",0,0.00,4,"48,959.20"
"NGC COUGH EXPECTORANT X 1 BOTTLE",PHARMACY,Pcs.,14,"7,846.89",20,"11,200.00",0,0.00,10,"10,000.00",0,0.00,24,"13,444.20"
"NGC COUGH(CHILD) SYR X 1 BOTTLE",PHARMACY,Pcs.,7,"3,683.02",20,"11,000.00",0,0.00,16,"16,000.00",0,0.00,11,"5,981.96"
"NGC-VALGIN CAPLET 500MG X 1000 BLISTER",PHARMACY,Pcs.,77,"6,907.43",100,"9,200.00",0,0.00,34,"6,800.00",0,0.00,143,"13,052.65"
"NGOES",CHOCOLATES,Pcs.,-1,-250.00,0,0.00,0,0.00,0,0.00,0,0.00,-1,-250.00
"NICOTINIC ACID 50MG X100 VIT B3 PACK",PHARMACY,Pcs.,0,0.00,2,"5,800.00",0,0.00,1,"4,000.00",0,0.00,1,"2,900.00"
"NIFEBOND 20MG BLISTER",PHARMACY,Pcs.,24,"1,080.00",0,0.00,0,0.00,15,"1,500.00",0,0.00,9,405.00
"NIFECARD XL TABS 30MG X 30 BLISTER",PHARMACY,Pcs.,-5,"-14,000.00",51,"91,200.00",0,0.00,28,"84,000.00",0,0.00,18,"30,600.00"
"NIFECURE TABS  X 100 BLISTER",PHARMACY,Pcs.,225,"13,937.62",100,"5,500.00",0,0.00,69,"10,000.00",0,0.00,256,"15,181.94"
"NIFEDINE DEXCEL TABS 20MG X 30 BLISTER",PHARMACY,Pcs.,69,"56,829.44",45,"37,470.00",0,0.00,34,"40,800.00",0,0.00,80,"66,272.56"
"NIFEDIPINE 20MG M&B BLISTER",PHARMACY,Pcs.,29,"14,210.00",0,0.00,0,0.00,12,"9,600.00",0,0.00,17,"8,330.00"
"NIFEDIPINE XL 30mg (M&B) BLISTER",PHARMACY,Pcs.,39,"41,600.00",0,0.00,0,0.00,35,"56,000.00",0,0.00,4,"4,266.66"
"NIGHT AID TABS 50MG BLISTER",PHARMACY,Pcs.,65,"35,612.16",0,0.00,0,0.00,28,"22,400.00",0,0.00,37,"20,271.52"
"NIGHTINGALE X 3 PACK",HOUSEHOLD ITEMS,Pcs.,-1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,-1,0.00
"NIGHTINGALE X 5 PACK",HOUSEHOLD ITEMS,Pcs.,1,"3,300.00",5,"16,000.00",0,0.00,2,"9,000.00",0,0.00,4,"12,800.00"
"NIMARTEM QS TAB PACK",PHARMACY,Pcs.,-61,"-74,750.00",0,0.00,0,0.00,0,0.00,0,0.00,-61,"-74,750.00"
"NIMARTEM X24 PACK",PHARMACY,Pcs.,-1,-550.00,0,0.00,0,0.00,0,0.00,0,0.00,-1,-550.00
"NISE SYR 100ML",PHARMACY,Pcs.,31,"17,372.89",0,0.00,0,0.00,0,0.00,0,0.00,31,"17,372.89"
"NITRESS (ZOPICLONE 7.5MG) X10",PHARMACY,Pcs.,10,"19,990.00",0,0.00,0,0.00,0,0.00,0,0.00,10,"19,990.00"
"NITROFURANTIN TABS  X 100 BLISTER",PHARMACY,Pcs.,-48,"-28,170.00",10,"4,700.00",0,0.00,11,"8,400.00",0,0.00,-49,"-25,270.00"
"NITROGLYCERIN TAB PACK",PHARMACY,Pcs.,0,0.00,3,"27,000.00",0,0.00,0,0.00,0,0.00,3,"27,000.00"
"NIVEA EXPRESS HYDRATION LOTION BOTTLE",COSMETICS,Pcs.,1,"4,500.00",0,0.00,0,0.00,1,"5,400.00",0,0.00,0,0.00
"NIVEA LIP BALM",COSMETICS,Pcs.,4,"5,333.33",0,0.00,0,0.00,0,0.00,0,0.00,4,"5,333.33"
"NIVEA MEN CREAM",PHARMACY,Pcs.,1,"3,975.00",0,0.00,0,0.00,1,"4,800.00",0,0.00,0,0.00
"NIVEA NOURISHING COCOA BOTTLE",PHARMACY,Pcs.,1,"3,107.14",0,0.00,0,0.00,0,0.00,0,0.00,1,"3,107.14"
"NIVEA PERFECT AND RADIANT LOTION",COSMETICS,Pcs.,9,"38,134.30",0,0.00,0,0.00,0,0.00,0,0.00,9,"38,134.30"
"NIVEA RADIANT AND BEAUTY LOTION AVOCADO",COSMETICS,Pcs.,15,"63,030.99",0,0.00,0,0.00,1,"5,400.00",0,0.00,14,"58,828.92"
"NIVEA RADIANT AND BEAUTY LOTION VIT C",COSMETICS,Pack.,3,"13,500.00",0,0.00,0,0.00,1,"5,400.00",0,0.00,2,"9,000.00"
"NIVEA RICH NOURISHING LOTION",COSMETICS,Pcs.,3,"11,925.00",0,0.00,0,0.00,0,0.00,0,0.00,3,"11,925.00"
"NIVEA ROLL ON 25ML BOTTLE",COSMETICS,Pcs.,17,"10,908.32",0,0.00,0,0.00,5,"6,500.00",0,0.00,12,"7,699.98"
"NIVEA ROLL ON 50ML BOTTLE",COSMETICS,Pcs.,83,"129,998.05",0,0.00,0,0.00,11,"24,200.00",0,0.00,72,"112,769.41"
"NIVEA SPRAY",COSMETICS,Pcs.,30,"92,556.45",0,0.00,0,0.00,3,"15,000.00",0,0.00,27,"83,300.81"
"NIXODERM OINTMENT TIN 17.7G",PHARMACY,Pcs.,24,"30,031.96",0,0.00,0,0.00,10,"18,000.00",0,0.00,14,"17,518.66"
"NIXODERM OINTMENT TUBE 15G",PHARMACY,Pcs.,20,"23,414.07",12,"13,800.00",0,0.00,4,"6,800.00",0,0.00,28,"32,539.83"
"NIZORAL CREAM 2% 15G TUBE",PHARMACY,Pcs.,3,"13,835.60",5,"23,675.00",0,0.00,2,"12,800.00",0,0.00,6,"28,132.95"
"NO-ACH TAB X 10 BLISTER",PHARMACY,Pcs.,38,"45,281.99",40,"48,700.00",0,0.00,43,"72,600.00",0,0.00,35,"42,396.02"
"NOCOF DROP 15ML BOTTLE",PHARMACY,Pcs.,-1,"-1,200.00",0,0.00,0,0.00,0,0.00,0,0.00,-1,"-1,200.00"
"NORISTERAT INJ 200MG X 1 PACK",System,Pcs.,5,"9,000.00",0,0.00,0,0.00,0,0.00,0,0.00,5,"9,000.00"
"NORMAL SALINE FIDSON",PHARMACY,Pcs.,18,"10,230.03",40,"22,600.00",0,0.00,29,"23,200.00",0,0.00,29,"16,415.01"
"NORMAL SALINE INF UNIQUE/ UNISAL",PHARMACY,Pcs.,-35,"-26,250.00",0,0.00,0,0.00,1,750.00,0,0.00,-36,"-27,000.00"
"NORMAL SALINE NASAL DROP CRESCENT OR SAL",PHARMACY,Pcs.,35,"45,749.80",10,"13,000.00",0,0.00,15,"37,300.00",0,0.00,30,"39,145.02"
"NORMORETIC TABS  X 100 BLISTER",PHARMACY,Pcs.,181,"49,647.40",100,"27,500.00",0,0.00,84,"33,600.00",0,0.00,197,"54,100.44"
"NORMO-TEARS EYE DROP (HYPROMELLOSE)",PHARMACY,Pcs.,4,"6,200.00",0,0.00,0,0.00,3,"6,300.00",0,0.00,1,"1,550.00"
"NORPIFLEX TABS 100MG X 20 SACHET",PHARMACY,Pcs.,59,"75,011.72",0,0.00,0,0.00,10,"19,800.00",0,0.00,49,"62,297.86"
"NORVASC TABS 10MG X 100 BLISTER",PHARMACY,Pcs.,8,"48,717.16",10,"61,070.00",0,0.00,10,"83,000.00",0,0.00,8,"48,823.96"
"NORVASC TABS 10MG X30 PACK",PHARMACY,Pcs.,2,"39,580.00",0,0.00,0,0.00,0,0.00,0,0.00,2,"39,580.00"
"NORVASC TABS 5MG X 100 BLISTER",PHARMACY,Pcs.,-1,"-4,200.00",10,"33,645.00",0,0.00,0,0.00,0,0.00,9,"30,280.50"
"NORVASC TABS 5MG X 30 PACK",PHARMACY,Pcs.,2,"17,309.11",0,0.00,0,0.00,0,0.00,0,0.00,2,"17,309.11"
"NOSCLAV 228.5MG SUSP BOTTLE",PHARMACY,Pcs.,9,"16,180.95",0,0.00,0,0.00,0,0.00,0,0.00,9,"16,180.95"
